machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,0,38,230
0039,10:14,614,0,42,230
0039,10:25,625,-178,48,232
0039,10:37,637,862,54,220
0039,10:56,656,5862,64,162
0039,11:07,667,7759,70,140
0039,11:26,686,7069,80,148
0039,11:45,705,6552,90,154
0039,12:04,724,10172,100,112
0039,12:27,747,10345,112,110
0039,12:46,766,9655,122,118
0039,13:05,785,8793,132,128
0039,13:24,804,7241,142,146
0039,13:47,827,5690,154,164
0039,14:06,846,4828,164,174
0039,14:26,866,3276,174,192
0039,14:45,885,2586,184,200
0039,15:08,908,2069,196,206
0039,15:27,927,1207,206,216
0039,15:45,945,172,216,228
0039,16:08,968,-356,228,234
0039,18:06,1086,-533,290,236
0039,18:25,1105,-1067,300,242
0039,18:47,1127,-2489,312,258
0039,19:06,1146,-3378,322,268
0039,19:25,1165,-4089,332,276
0039,19:44,1184,1207,342,216
0039,20:07,1207,6724,354,152
0039,20:26,1226,7586,364,142
0039,21:08,1268,6897,386,150
0039,21:27,1287,6552,396,154
0039,22:27,1347,6552,428,154
0039,23:16,1396,6552,454,154
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,0,48,230
0040,10:37,637,0,54,230
0040,10:44,644,0,58,230
0040,10:56,656,0,64,230
0040,11:07,667,0,70,230
0040,11:15,675,0,74,230
0040,11:26,686,-622,80,244
0040,11:45,705,-1600,90,266
0040,12:04,724,-2844,100,294
0040,12:27,747,-4444,112,330
0040,12:46,766,-5689,122,358
0040,13:05,785,-6933,132,386
0040,13:24,804,-6489,142,376
0040,13:47,827,-3733,154,314
0040,14:06,846,-4267,164,326
0040,14:26,866,-4533,174,332
0040,14:45,885,-5689,184,358
0040,15:08,908,-6400,196,374
0040,15:27,927,-5067,206,344
0040,15:45,945,-2667,216,290
0040,16:08,968,-3733,228,314
0040,16:27,987,-3644,238,312
0040,16:46,1006,3190,248,156
0040,17:05,1025,3103,258,158
0040,17:28,1048,1466,270,196
0040,17:47,1067,172,280,226
0040,18:06,1086,-89,290,232
0040,18:25,1105,-800,300,248
0040,18:47,1127,-1156,312,256
0040,19:06,1146,-1689,322,268
0040,19:25,1165,-2311,332,282
0040,21:27,1287,-2400,396,284
0040,23:16,1396,-2400,454,284
0041,08:54,534,0,0,310
0041,09:06,546,0,6,310
0041,09:17,557,0,12,310
0041,09:25,565,0,16,310
0041,09:36,576,0,22,310
0041,09:47,587,0,28,310
0041,09:55,595,0,32,310
0041,10:06,606,0,38,310
0041,10:14,614,0,42,310
0041,10:25,625,-260,48,312
0041,10:37,637,-1299,54,320
0041,10:56,656,-1558,64,322
0041,11:07,667,-1818,70,324
0041,11:26,686,-3636,80,338
0041,11:45,705,-5195,90,350
0041,12:04,724,-2857,100,332
0041,12:27,747,2308,112,292
