machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,-178,38,234
0039,10:25,625,-1156,48,256
0039,10:37,637,1810,54,188
0039,10:56,656,2155,64,180
0039,11:07,667,1897,70,186
0039,11:26,686,862,80,210
0039,11:45,705,-533,90,242
0039,12:04,724,-1867,100,272
0039,12:27,747,-3378,112,306
0039,12:46,766,2155,122,180
0039,13:05,785,3362,132,152
0039,13:24,804,5603,142,100
0039,13:47,827,5000,154,114
0039,14:06,846,4483,164,126
0039,14:26,866,3017,174,160
0039,14:45,885,1897,184,186
0039,15:08,908,603,196,216
0039,15:27,927,-622,206,244
0039,15:45,945,-1956,216,274
0039,16:08,968,-3200,228,302
0039,16:27,987,5086,238,112
0039,16:46,1006,4655,248,122
0039,17:05,1025,8017,258,44
0039,17:28,1048,7672,270,52
0039,17:47,1067,7241,280,62
0039,18:25,1105,6724,300,74
0039,19:06,1146,6207,322,86
0039,20:07,1207,5259,354,108
0039,20:45,1245,4741,374,120
0039,21:08,1268,3879,386,140
0039,21:27,1287,3534,396,148
0039,22:04,1324,3362,416,152
0039,22:27,1347,3103,428,158
0039,23:16,1396,3103,454,158
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,862,38,210
0040,10:25,625,2586,48,170
0040,10:37,637,6724,54,74
0040,10:56,656,6034,64,90
0040,11:07,667,5431,70,104
0040,11:26,686,4483,80,126
0040,12:27,747,3534,112,148
0040,13:05,785,7586,132,54
0040,13:24,804,6293,142,84
0040,13:47,827,5172,154,110
0040,14:06,846,3966,164,138
0040,14:26,866,2586,174,170
0040,14:45,885,1379,184,198
0040,15:08,908,431,196,220
0040,15:27,927,-1156,206,256
0040,15:45,945,1207,216,202
0040,16:08,968,603,228,216
0040,16:27,987,3017,238,160
0040,16:46,1006,1638,248,192
0040,17:05,1025,776,258,212
0040,17:28,1048,-533,270,242
0040,17:47,1067,-1422,280,262
0040,18:06,1086,-1156,290,256
0040,18:25,1105,3190,300,156
0040,18:47,1127,2845,312,164
0040,19:06,1146,1983,322,184
0040,19:25,1165,776,332,212
0040,20:45,1245,517,374,218
0040,21:08,1268,0,386,230
0040,22:04,1324,-89,416,232
0040,23:16,1396,-89,454,232
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
0041,09:55,595,0,32,230
0041,10:06,606,-178,38,232
0041,10:25,625,-1244,48,244
0041,10:37,637,-178,54,232
0041,10:56,656,-1244,64,244
0041,11:07,667,-1778,70,250
0041,11:26,686,-1956,80,252
0041,11:45,705,-1956,90,252
0041,12:04,724,-3022,100,264
0041,12:27,747,-4622,112,282
0041,12:46,766,-5156,122,288
0041,13:05,785,-5689,132,294
0041,13:24,804,-7467,142,314
0041,13:47,827,-8356,154,324
