machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,0,38,230
0039,11:26,686,-178,80,232
0039,11:45,705,-1778,90,250
0039,12:04,724,-2844,100,262
0039,12:27,747,-3911,112,274
0039,12:46,766,-5156,122,288
0039,13:05,785,-6044,132,298
0039,13:24,804,-7644,142,316
0039,13:47,827,-8533,154,326
0039,14:06,846,-9778,164,340
0039,14:26,866,-11022,174,354
0039,14:45,885,-12267,184,368
0039,15:08,908,-13333,196,380
0039,15:27,927,-11378,206,358
0039,15:45,945,-10844,216,352
0039,16:08,968,-12089,228,366
0039,16:27,987,-12267,238,368
0039,19:06,1146,-12800,322,374
0039,19:25,1165,-4267,332,278
0039,19:44,1184,-4622,342,282
0039,20:45,1245,-4978,374,286
0039,23:16,1396,-4978,454,286
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,0,48,230
0040,10:37,637,0,54,230
0040,10:44,644,0,58,230
0040,10:56,656,0,64,230
0040,11:07,667,0,70,230
0040,11:15,675,0,74,230
0040,11:26,686,0,80,230
0040,11:33,693,0,84,230
0040,11:45,705,0,90,230
0040,11:56,716,0,96,230
0040,12:04,724,0,100,230
0040,12:15,735,0,106,230
0040,12:27,747,0,112,230
0040,12:34,754,0,116,230
0040,12:46,766,-533,122,242
0040,13:05,785,-978,132,252
0040,13:24,804,-1244,142,258
0040,13:47,827,-1422,154,262
0040,14:26,866,-1956,174,274
0040,14:45,885,-2400,184,284
0040,15:08,908,-3289,196,304
0040,16:08,968,-3467,228,308
0040,18:25,1105,-2400,300,284
0040,18:47,1127,-2667,312,290
0040,19:06,1146,1121,322,204
0040,19:25,1165,-444,332,240
0040,19:44,1184,-1244,342,258
0040,20:07,1207,-1333,354,260
0040,23:16,1396,-1333,454,260
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
0041,09:55,595,0,32,230
0041,10:06,606,0,38,230
0041,10:14,614,0,42,230
0041,10:25,625,0,48,230
0041,10:37,637,0,54,230
0041,10:44,644,0,58,230
0041,10:56,656,0,64,230
0041,11:07,667,-533,70,236
0041,11:26,686,-1600,80,248
0041,11:45,705,-1956,90,252
0041,12:27,747,-2133,112,254
0041,12:46,766,-2311,122,256
0041,13:05,785,-2489,132,258
0041,13:24,804,-2667,142,260
0041,14:26,866,-3022,174,264
0041,15:08,908,-3911,196,274
0041,15:27,927,-4800,206,284
0041,15:45,945,-6222,216,300
0041,16:08,968,-7467,228,314
0041,16:27,987,-9067,238,332
0041,16:46,1006,-10489,248,348
0041,17:05,1025,-11733,258,362
0041,17:28,1048,-12800,270,374
0041,17:47,1067,-14044,280,388
0041,18:06,1086,-14222,290,390
0041,18:47,1127,-14400,312,392
