machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,0,38,230
0039,10:14,614,0,42,230
0039,10:25,625,0,48,230
0039,10:37,637,-89,54,232
0039,10:56,656,-978,64,252
0039,11:07,667,-1156,70,256
0039,11:45,705,-1511,90,264
0039,12:27,747,-2044,112,276
0039,12:46,766,-2311,122,282
0039,13:05,785,-89,132,232
0039,13:24,804,-800,142,248
0039,13:47,827,-2222,154,280
0039,14:06,846,-2756,164,292
0039,14:26,866,-3644,174,312
0039,14:45,885,-4267,184,326
0039,15:08,908,-4711,196,336
0039,15:27,927,-2400,206,284
0039,15:45,945,-2489,216,286
0039,16:08,968,-2933,228,296
0039,16:27,987,-2578,238,288
0039,16:46,1006,-3378,248,306
0039,17:05,1025,-4178,258,324
0039,17:28,1048,-5867,270,362
0039,17:47,1067,-4000,280,320
0039,18:06,1086,-1333,290,260
0039,18:25,1105,-3022,300,298
0039,18:47,1127,-4622,312,334
0039,19:06,1146,-3467,322,308
0039,19:25,1165,-3733,332,314
0039,19:44,1184,-5244,342,348
0039,20:07,1207,-6489,354,376
0039,20:26,1226,-7467,364,398
0039,20:45,1245,-8000,374,410
0039,21:08,1268,-8444,386,420
0039,22:04,1324,-7733,416,404
0039,22:27,1347,-2044,428,276
0039,22:46,1366,-1333,438,260
0039,23:16,1396,-1333,454,260
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,-533,48,236
0040,10:37,637,-1600,54,248
0040,10:56,656,-2667,64,260
0040,11:07,667,-3200,70,266
0040,11:26,686,-2311,80,256
0040,11:45,705,1897,90,208
0040,12:04,724,862,100,220
0040,12:27,747,-889,112,240
0040,12:46,766,-1067,122,242
0040,13:24,804,-1067,142,242
0040,13:47,827,-2667,154,260
0040,14:06,846,-4089,164,276
0040,14:26,866,-4089,174,276
0040,15:08,908,-4267,196,278
0040,15:27,927,-6044,206,298
0040,15:45,945,-7467,216,314
0040,16:08,968,-8533,228,326
0040,17:28,1048,-8533,270,326
0040,17:47,1067,-8711,280,328
0040,19:44,1184,-9244,342,334
0040,20:07,1207,-10133,354,344
0040,20:26,1226,-11378,364,358
0040,20:45,1245,-9067,374,332
0040,21:08,1268,-10489,386,348
0040,21:27,1287,-12089,396,366
0040,21:45,1305,-13511,406,382
0040,23:16,1396,-13511,454,382
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
0041,09:55,595,0,32,230
0041,10:06,606,-356,38,234
0041,10:25,625,-711,48,238
0041,10:37,637,-1067,54,242
0041,10:56,656,1034,64,218
0041,11:07,667,517,70,224
0041,11:26,686,-1244,80,244
0041,11:45,705,-533,90,236
0041,12:04,724,345,100,226
0041,12:27,747,3793,112,186
