time,minute,g1_5min_delta,g1_10min_delta,g1_30min_delta,g2_5min_delta,g2_10min_delta,g2_30min_delta,g3_5min_delta,g3_10min_delta,g3_30min_delta,g4_5min_delta,g4_10min_delta,g4_30min_delta,g5_5min_delta,g5_10min_delta,g5_30min_delta,g6_5min_delta,g6_10min_delta,g6_30min_delta,g7_5min_delta,g7_10min_delta,g7_30min_delta,g8_5min_delta,g8_10min_delta,g8_30min_delta,g9_5min_delta,g9_10min_delta,g9_30min_delta
10:40,640,-178,-178,-178,0,0,-533,-877,-877,-2154,-978,-978,-1156,-1021,-1021,-2298,2462,2462,1218,-355,-355,-1511,-1600,-1600,-2311,0,0,-444
10:45,645,0,-178,-178,0,0,-533,0,-877,-2154,0,-978,-1156,0,-1021,-2298,0,2462,1218,0,-355,-1511,0,-1600,-2311,0,0,-444
10:50,650,0,0,-178,0,0,-533,0,0,-2154,0,0,-1156,0,0,-2298,0,0,1218,0,0,-1511,0,0,-2311,0,0,-444
10:55,655,0,0,-178,0,0,0,0,0,-877,0,0,-978,0,0,-1021,0,0,2462,0,0,-355,0,0,-1600,0,0,0
11:00,660,-356,-356,-534,0,0,0,-622,-622,-1499,-1688,-1688,-2666,2298,2298,1277,-1040,-1040,1422,-978,-978,-1333,-1511,-1511,-3111,0,0,0
11:05,665,0,-356,-534,0,0,0,0,-622,-1499,0,-1688,-2666,0,2298,1277,0,-1040,1422,0,-978,-1333,0,-1511,-3111,0,0,0
11:10,670,-355,-355,-711,0,0,0,-356,-356,-978,-1068,-1068,-2756,1240,1240,3538,-533,-533,-1573,-711,-711,-1689,-534,-534,-2045,0,0,0
11:15,675,0,-355,-711,0,0,0,0,-356,-978,0,-1068,-2756,0,1240,3538,0,-533,-1573,0,-711,-1689,0,-534,-2045,0,0,0
11:20,680,0,0,-711,0,0,0,0,0,-978,0,0,-2756,0,0,3538,0,0,-1573,0,0,-1689,0,0,-2045,0,0,0
11:25,685,0,0,-711,0,0,0,0,0,-978,0,0,-2756,0,0,3538,0,0,-1573,0,0,-1689,0,0,-2045,0,0,0
11:30,690,-1245,-1245,-1600,-444,-444,-444,-1866,-1866,-2222,-3289,-3289,-4357,6694,6694,7934,-2388,-2388,-2921,-1688,-1688,-2399,-1955,-1955,-2489,0,0,0
11:35,695,0,-1245,-1600,0,-444,-444,0,-1866,-2222,0,-3289,-4357,0,6694,7934,0,-2388,-2921,0,-1688,-2399,0,-1955,-2489,0,0,0
11:40,700,0,0,-1245,0,0,-444,0,0,-1866,0,0,-3289,0,0,6694,0,0,-2388,0,0,-1688,0,0,-1955,0,0,0
11:45,705,-1599,-1599,-2844,-2222,-2222,-2666,667,667,-1199,-977,-977,-4266,-1344,-1344,5350,889,889,-1499,-1423,-1423,-3111,-1955,-1955,-3910,-356,-356,-356
11:50,710,0,-1599,-2844,0,-2222,-2666,0,667,-1199,0,-977,-4266,0,-1344,5350,0,889,-1499,0,-1423,-3111,0,-1955,-3910,0,-356,-356
11:55,715,0,0,-2844,0,0,-2666,0,0,-1199,0,0,-4266,0,0,5350,0,0,-1499,0,0,-3111,0,0,-3910,0,0,-356
12:00,720,0,0,-1599,0,0,-2222,0,0,667,0,0,-977,0,0,-1344,0,0,889,0,0,-1423,0,0,-1955,0,0,-356
12:05,725,-889,-889,-2488,1852,1852,-370,-1910,-1910,-1243,-1155,-1155,-2132,-1480,-1480,-2824,-712,-712,177,-356,-356,-1779,-889,-889,-2844,-533,-533,-889
12:10,730,0,-889,-2488,0,1852,-370,0,-1910,-1243,0,-1155,-2132,0,-1480,-2824,0,-712,177,0,-356,-1779,0,-889,-2844,0,-533,-889
12:15,735,0,0,-889,0,0,1852,0,0,-1910,0,0,-1155,0,0,-1480,0,0,-712,0,0,-356,0,0,-889,0,0,-533
12:20,740,0,0,-889,0,0,1852,0,0,-1910,0,0,-1155,0,0,-1480,0,0,-712,0,0,-356,0,0,-889,0,0,-533
12:25,745,0,0,-889,0,0,1852,0,0,-1910,0,0,-1155,0,0,-1480,0,0,-712,0,0,-356,0,0,-889,0,0,-533
12:30,750,-889,-889,-1778,1975,1975,3827,-588,-588,-2498,-1244,-1244,-2399,7315,7315,5835,3078,3078,2366,-1245,-1245,-1601,-2490,-2490,-3379,-623,-623,-1156
12:35,755,0,-889,-889,0,1975,1975,0,-588,-588,0,-1244,-1244,0,7315,7315,0,3078,3078,0,-1245,-1245,0,-2490,-2490,0,-623,-623
12:40,760,0,0,-889,0,0,1975,0,0,-588,0,0,-1244,0,0,7315,0,0,3078,0,0,-1245,0,0,-2490,0,0,-623
12:45,765,0,0,-889,0,0,1975,0,0,-588,0,0,-1244,0,0,7315,0,0,3078,0,0,-1245,0,0,-2490,0,0,-623
12:50,770,-355,-355,-1244,-1383,-1383,592,4629,4629,4041,-2490,-2490,-3734,7271,7271,14586,4951,4951,8029,-888,-888,-2133,-2577,-2577,-5067,-1066,-1066,-1689
12:55,775,0,-355,-1244,0,-1383,592,0,4629,4041,0,-2490,-3734,0,7271,14586,0,4951,8029,0,-888,-2133,0,-2577,-5067,0,-1066,-1689
13:00,780,0,0,-355,0,0,-1383,0,0,4629,0,0,-2490,0,0,7271,0,0,4951,0,0,-888,0,0,-2577,0,0,-1066
13:05,785,-1867,-1867,-2222,379,379,-1004,2626,2626,7255,2904,2904,414,-1315,-1315,5956,-533,-533,4418,-800,-800,-1688,-445,-445,-3022,-622,-622,-1688
13:10,790,0,-1867,-2222,0,379,-1004,0,2626,7255,0,2904,414,0,-1315,5956,0,-533,4418,0,-800,-1688,0,-445,-3022,0,-622,-1688
13:15,795,0,0,-2222,0,0,-1004,0,0,7255,0,0,414,0,0,5956,0,0,4418,0,0,-1688,0,0,-3022,0,0,-1688
13:20,800,0,0,-1867,0,0,379,0,0,2626,0,0,2904,0,0,-1315,0,0,-533,0,0,-800,0,0,-445,0,0,-622
13:25,805,-1600,-1600,-3467,7264,7264,7643,-1657,-1657,969,-2648,-2648,256,2874,2874,1559,-1840,-1840,-2373,-978,-978,-1778,-1067,-1067,-1512,-2223,-2223,-2845
13:30,810,0,-1600,-3467,0,7264,7643,0,-1657,969,0,-2648,256,0,2874,1559,0,-1840,-2373,0,-978,-1778,0,-1067,-1512,0,-2223,-2845
13:35,815,0,0,-1600,0,0,7264,0,0,-1657,0,0,-2648,0,0,2874,0,0,-1840,0,0,-978,0,0,-1067,0,0,-2223
13:40,820,0,0,-1600,0,0,7264,0,0,-1657,0,0,-2648,0,0,2874,0,0,-1840,0,0,-978,0,0,-1067,0,0,-2223
13:45,825,0,0,-1600,0,0,7264,0,0,-1657,0,0,-2648,0,0,2874,0,0,-1840,0,0,-978,0,0,-1067,0,0,-2223
13:50,830,-2401,-2401,-4001,-781,-781,6483,-1783,-1783,-3440,-520,-520,-3168,-129,-129,2745,-960,-960,-2800,5913,5913,4935,-2488,-2488,-3555,2578,2578,355
13:55,835,0,-2401,-2401,0,-781,-781,0,-1783,-1783,0,-520,-520,0,-129,-129,0,-960,-960,0,5913,5913,0,-2488,-2488,0,2578,2578
14:00,840,0,0,-2401,0,0,-781,0,0,-1783,0,0,-520,0,0,-129,0,0,-960,0,0,5913,0,0,-2488,0,0,2578
14:05,845,0,0,-2401,0,0,-781,0,0,-1783,0,0,-520,0,0,-129,0,0,-960,0,0,5913,0,0,-2488,0,0,2578
14:10,850,-2755,-2755,-5156,-2618,-2618,-3399,-2877,-2877,-4660,-3352,-3352,-3872,1110,1110,981,-2052,-2052,-3012,-953,-953,4960,-4445,-4445,-6933,4545,4545,7123
14:15,855,0,-2755,-5156,0,-2618,-3399,0,-2877,-4660,0,-3352,-3872,0,1110,981,0,-2052,-3012,0,-953,4960,0,-4445,-6933,0,4545,7123
14:20,860,0,0,-2755,0,0,-2618,0,0,-2877,0,0,-3352,0,0,1110,0,0,-2052,0,0,-953,0,0,-4445,0,0,4545
14:25,865,0,0,-2755,0,0,-2618,0,0,-2877,0,0,-3352,0,0,1110,0,0,-2052,0,0,-953,0,0,-4445,0,0,4545
14:30,870,711,711,-2044,9495,9495,6877,2311,2311,-566,1220,1220,-2132,1494,1494,2604,-1375,-1375,-3427,145,145,-808,919,919,-3526,-1123,-1123,3422
14:35,875,0,711,-2044,0,9495,6877,0,2311,-566,0,1220,-2132,0,1494,2604,0,-1375,-3427,0,145,-808,0,919,-3526,0,-1123,3422
14:40,880,0,0,711,0,0,9495,0,0,2311,0,0,1220,0,0,1494,0,0,-1375,0,0,145,0,0,919,0,0,-1123
14:45,885,-2044,-2044,-1333,1702,1702,11197,-1160,-1160,1151,-469,-469,751,1016,1016,2510,2862,2862,1487,1204,1204,1349,-419,-419,500,-1861,-1861,-2984
14:50,890,0,-2044,-1333,0,1702,11197,0,-1160,1151,0,-469,751,0,1016,2510,0,2862,1487,0,1204,1349,0,-419,500,0,-1861,-2984
14:55,895,0,0,-1333,0,0,11197,0,0,1151,0,0,751,0,0,2510,0,0,1487,0,0,1349,0,0,500,0,0,-2984
15:00,900,0,0,-2044,0,0,1702,0,0,-1160,0,0,-469,0,0,1016,0,0,2862,0,0,1204,0,0,-419,0,0,-1861
15:05,905,0,0,-2044,0,0,1702,0,0,-1160,0,0,-469,0,0,1016,0,0,2862,0,0,1204,0,0,-419,0,0,-1861
15:10,910,-3734,-3734,-5778,3632,3632,5334,-2770,-2770,-3930,-2371,-2371,-2840,-983,-983,33,1107,1107,3969,3801,3801,5005,-1238,-1238,-1657,-2283,-2283,-4144
15:15,915,0,-3734,-3734,0,3632,3632,0,-2770,-2770,0,-2371,-2371,0,-983,-983,0,1107,1107,0,3801,3801,0,-1238,-1238,0,-2283,-2283
15:20,920,0,0,-3734,0,0,3632,0,0,-2770,0,0,-2371,0,0,-983,0,0,1107,0,0,3801,0,0,-1238,0,0,-2283
15:25,925,0,0,-3734,0,0,3632,0,0,-2770,0,0,-2371,0,0,-983,0,0,1107,0,0,3801,0,0,-1238,0,0,-2283
15:30,930,7020,7020,3286,-1767,-1767,1865,7246,7246,4476,-795,-795,-3166,-1899,-1899,-2882,-4510,-4510,-3403,1487,1487,5288,-977,-977,-2215,3271,3271,988
15:35,935,0,7020,3286,0,-1767,1865,0,7246,4476,0,-795,-3166,0,-1899,-2882,0,-4510,-3403,0,1487,5288,0,-977,-2215,0,3271,988
15:40,940,0,0,7020,0,0,-1767,0,0,7246,0,0,-795,0,0,-1899,0,0,-4510,0,0,1487,0,0,-977,0,0,3271
15:45,945,5603,5603,12623,-3004,-3004,-4771,793,793,8039,-1298,-1298,-2093,772,772,-1127,4072,4072,-438,3233,3233,4720,19510,19510,18533,-3757,-3757,-486
15:50,950,0,5603,12623,0,-3004,-4771,0,793,8039,0,-1298,-2093,0,772,-1127,0,4072,-438,0,3233,4720,0,19510,18533,0,-3757,-486
15:55,955,0,0,12623,0,0,-4771,0,0,8039,0,0,-2093,0,0,-1127,0,0,-438,0,0,4720,0,0,18533,0,0,-486
16:00,960,0,0,5603,0,0,-3004,0,0,793,0,0,-1298,0,0,772,0,0,4072,0,0,3233,0,0,19510,0,0,-3757
16:05,965,0,0,5603,0,0,-3004,0,0,793,0,0,-1298,0,0,772,0,0,4072,0,0,3233,0,0,19510,0,0,-3757
16:10,970,991,991,6594,-1969,-1969,-4973,-2302,-2302,-1509,-2553,-2553,-3851,-2447,-2447,-1675,3733,3733,7805,-3225,-3225,8,1791,1791,21301,-4422,-4422,-8179
16:15,975,0,991,991,0,-1969,-1969,0,-2302,-2302,0,-2553,-2553,0,-2447,-2447,0,3733,3733,0,-3225,-3225,0,1791,1791,0,-4422,-4422
16:20,980,0,0,991,0,0,-1969,0,0,-2302,0,0,-2553,0,0,-2447,0,0,3733,0,0,-3225,0,0,1791,0,0,-4422
16:25,985,0,0,991,0,0,-1969,0,0,-2302,0,0,-2553,0,0,-2447,0,0,3733,0,0,-3225,0,0,1791,0,0,-4422
16:30,990,2933,2933,3924,-2242,-2242,-4211,10637,10637,8335,638,638,-1915,4814,4814,2367,14290,14290,18023,-2944,-2944,-6169,-4606,-4606,-2815,1639,1639,-2783
16:35,995,0,2933,3924,0,-2242,-4211,0,10637,8335,0,638,-1915,0,4814,2367,0,14290,18023,0,-2944,-6169,0,-4606,-2815,0,1639,-2783
16:40,1000,0,0,2933,0,0,-2242,0,0,10637,0,0,638,0,0,4814,0,0,14290,0,0,-2944,0,0,-4606,0,0,1639
16:45,1005,0,0,2933,0,0,-2242,0,0,10637,0,0,638,0,0,4814,0,0,14290,0,0,-2944,0,0,-4606,0,0,1639
16:50,1010,2568,2568,5501,-2554,-2554,-4796,2029,2029,12666,-106,-106,532,9205,9205,14019,-307,-307,13983,3988,3988,1044,-1067,-1067,-5673,3617,3617,5256
16:55,1015,0,2568,5501,0,-2554,-4796,0,2029,12666,0,-106,532,0,9205,14019,0,-307,13983,0,3988,1044,0,-1067,-5673,0,3617,5256
17:00,1020,0,0,2568,0,0,-2554,0,0,2029,0,0,-106,0,0,9205,0,0,-307,0,0,3988,0,0,-1067,0,0,3617
17:05,1025,1033,1033,3601,-4350,-4350,-6904,-3077,-3077,-1048,7571,7571,7465,7702,7702,16907,-2452,-2452,-2759,484,484,4472,-1331,-1331,-2398,-291,-291,3326
17:10,1030,0,1033,3601,0,-4350,-6904,0,-3077,-1048,0,7571,7465,0,7702,16907,0,-2452,-2759,0,484,4472,0,-1331,-2398,0,-291,3326
17:15,1035,0,0,3601,0,0,-6904,0,0,-1048,0,0,7465,0,0,16907,0,0,-2759,0,0,4472,0,0,-2398,0,0,3326
17:20,1040,0,0,1033,0,0,-4350,0,0,-3077,0,0,7571,0,0,7702,0,0,-2452,0,0,484,0,0,-1331,0,0,-291
17:25,1045,0,0,1033,0,0,-4350,0,0,-3077,0,0,7571,0,0,7702,0,0,-2452,0,0,484,0,0,-1331,0,0,-291
17:30,1050,-4195,-4195,-3162,-3874,-3874,-8224,4753,4753,1676,-447,-447,7124,3724,3724,11426,-1109,-1109,-3561,-5829,-5829,-5345,3734,3734,2403,-1949,-1949,-2240
17:35,1055,0,-4195,-4195,0,-3874,-3874,0,4753,4753,0,-447,-447,0,3724,3724,0,-1109,-1109,0,-5829,-5829,0,3734,3734,0,-1949,-1949
17:40,1060,0,0,-4195,0,0,-3874,0,0,4753,0,0,-447,0,0,3724,0,0,-1109,0,0,-5829,0,0,3734,0,0,-1949
17:45,1065,0,0,-4195,0,0,-3874,0,0,4753,0,0,-447,0,0,3724,0,0,-1109,0,0,-5829,0,0,3734,0,0,-1949
17:50,1070,-533,-533,-4728,-1338,-1338,-5212,1592,1592,6345,-4237,-4237,-4684,4746,4746,8470,-2203,-2203,-3312,-4155,-4155,-9984,-1066,-1066,2668,-1760,-1760,-3709
17:55,1075,0,-533,-4728,0,-1338,-5212,0,1592,6345,0,-4237,-4684,0,4746,8470,0,-2203,-3312,0,-4155,-9984,0,-1066,2668,0,-1760,-3709
18:00,1080,0,0,-533,0,0,-1338,0,0,1592,0,0,-4237,0,0,4746,0,0,-2203,0,0,-4155,0,0,-1066,0,0,-1760
18:05,1085,0,0,-533,0,0,-1338,0,0,1592,0,0,-4237,0,0,4746,0,0,-2203,0,0,-4155,0,0,-1066,0,0,-1760
18:10,1090,5244,5244,4711,-1741,-1741,-3079,1436,1436,3028,4282,4282,45,12092,12092,16838,-2733,-2733,-4936,10213,10213,6058,5067,5067,4001,-975,-975,-2735
18:15,1095,0,5244,4711,0,-1741,-3079,0,1436,3028,0,4282,45,0,12092,16838,0,-2733,-4936,0,10213,6058,0,5067,4001,0,-975,-2735
18:20,1100,0,0,5244,0,0,-1741,0,0,1436,0,0,4282,0,0,12092,0,0,-2733,0,0,10213,0,0,5067,0,0,-975
18:25,1105,-637,-637,4607,-2025,-2025,-3766,2263,2263,3699,4327,4327,8609,-1628,-1628,10464,-760,-760,-3493,4088,4088,14301,-30,-30,5037,-1778,-1778,-2753
18:30,1110,0,-637,4607,0,-2025,-3766,0,2263,3699,0,4327,8609,0,-1628,10464,0,-760,-3493,0,4088,14301,0,-30,5037,0,-1778,-2753
18:35,1115,0,0,4607,0,0,-3766,0,0,3699,0,0,8609,0,0,10464,0,0,-3493,0,0,14301,0,0,5037,0,0,-2753
18:40,1120,0,0,-637,0,0,-2025,0,0,2263,0,0,4327,0,0,-1628,0,0,-760,0,0,4088,0,0,-30,0,0,-1778
18:45,1125,0,0,-637,0,0,-2025,0,0,2263,0,0,4327,0,0,-1628,0,0,-760,0,0,4088,0,0,-30,0,0,-1778
18:50,1130,409,409,-228,-852,-852,-2877,2125,2125,4388,3743,3743,8070,-3353,-3353,-4981,-3815,-3815,-4575,-2687,-2687,1401,-2614,-2614,-2644,-1846,-1846,-3624
18:55,1135,0,409,409,0,-852,-852,0,2125,2125,0,3743,3743,0,-3353,-3353,0,-3815,-3815,0,-2687,-2687,0,-2614,-2614,0,-1846,-1846
19:00,1140,0,0,409,0,0,-852,0,0,2125,0,0,3743,0,0,-3353,0,0,-3815,0,0,-2687,0,0,-2614,0,0,-1846
19:05,1145,0,0,409,0,0,-852,0,0,2125,0,0,3743,0,0,-3353,0,0,-3815,0,0,-2687,0,0,-2614,0,0,-1846
19:10,1150,1358,1358,1767,-978,-978,-1830,425,425,2550,-1313,-1313,2430,2911,2911,-442,3924,3924,109,-1585,-1585,-4272,1019,1019,-1595,-1130,-1130,-2976
19:15,1155,0,1358,1767,0,-978,-1830,0,425,2550,0,-1313,2430,0,2911,-442,0,3924,109,0,-1585,-4272,0,1019,-1595,0,-1130,-2976
19:20,1160,0,0,1358,0,0,-978,0,0,425,0,0,-1313,0,0,2911,0,0,3924,0,0,-1585,0,0,1019,0,0,-1130
19:25,1165,-3496,-3496,-2138,-2132,-2132,-3110,3045,3045,3470,-902,-902,-2215,2855,2855,5766,4012,4012,7936,-528,-528,-2113,1076,1076,2095,-2191,-2191,-3321
19:30,1170,0,-3496,-2138,0,-2132,-3110,0,3045,3470,0,-902,-2215,0,2855,5766,0,4012,7936,0,-528,-2113,0,1076,2095,0,-2191,-3321
19:35,1175,0,0,-2138,0,0,-3110,0,0,3470,0,0,-2215,0,0,5766,0,0,7936,0,0,-2113,0,0,2095,0,0,-3321
19:40,1180,0,0,-3496,0,0,-2132,0,0,3045,0,0,-902,0,0,2855,0,0,4012,0,0,-528,0,0,1076,0,0,-2191
19:45,1185,-952,-952,-4448,-800,-800,-2932,-1509,-1509,1536,-2642,-2642,-3544,-872,-872,1983,-771,-771,3241,-1896,-1896,-2424,2575,2575,3651,-1319,-1319,-3510
19:50,1190,0,-952,-4448,0,-800,-2932,0,-1509,1536,0,-2642,-3544,0,-872,1983,0,-771,3241,0,-1896,-2424,0,2575,3651,0,-1319,-3510
19:55,1195,0,0,-952,0,0,-800,0,0,-1509,0,0,-2642,0,0,-872,0,0,-771,0,0,-1896,0,0,2575,0,0,-1319
20:00,1200,0,0,-952,0,0,-800,0,0,-1509,0,0,-2642,0,0,-872,0,0,-771,0,0,-1896,0,0,2575,0,0,-1319
20:05,1205,0,0,-952,0,0,-800,0,0,-1509,0,0,-2642,0,0,-872,0,0,-771,0,0,-1896,0,0,2575,0,0,-1319
20:10,1210,-194,-194,-1146,-674,-674,-1474,4792,4792,3283,-1223,-1223,-3865,399,399,-473,-496,-496,-1267,-1310,-1310,-3206,318,318,2893,-889,-889,-2208
20:15,1215,0,-194,-194,0,-674,-674,0,4792,4792,0,-1223,-1223,0,399,399,0,-496,-496,0,-1310,-1310,0,318,318,0,-889,-889
20:20,1220,0,0,-194,0,0,-674,0,0,4792,0,0,-1223,0,0,399,0,0,-496,0,0,-1310,0,0,318,0,0,-889
20:25,1225,0,0,-194,0,0,-674,0,0,4792,0,0,-1223,0,0,399,0,0,-496,0,0,-1310,0,0,318,0,0,-889
20:30,1230,6996,6996,6802,-496,-496,-1170,2047,2047,6839,-1304,-1304,-2527,0,0,399,6229,6229,5733,-614,-614,-1924,1977,1977,2295,-267,-267,-1156
20:35,1235,0,6996,6802,0,-496,-1170,0,2047,6839,0,-1304,-2527,0,0,399,0,6229,5733,0,-614,-1924,0,1977,2295,0,-267,-1156
20:40,1240,0,0,6996,0,0,-496,0,0,2047,0,0,-1304,0,0,0,0,0,6229,0,0,-614,0,0,1977,0,0,-267
20:45,1245,6035,6035,13031,-533,-533,-1029,97,97,2144,-439,-439,-1743,-1597,-1597,-1597,1618,1618,7847,2069,2069,1455,2155,2155,4132,-267,-267,-534
20:50,1250,0,6035,13031,0,-533,-1029,0,97,2144,0,-439,-1743,0,-1597,-1597,0,1618,7847,0,2069,1455,0,2155,4132,0,-267,-534
20:55,1255,0,0,13031,0,0,-1029,0,0,2144,0,0,-1743,0,0,-1597,0,0,7847,0,0,1455,0,0,4132,0,0,-534
21:00,1260,0,0,6035,0,0,-533,0,0,97,0,0,-439,0,0,-1597,0,0,1618,0,0,2069,0,0,2155,0,0,-267
21:05,1265,0,0,6035,0,0,-533,0,0,97,0,0,-439,0,0,-1597,0,0,1618,0,0,2069,0,0,2155,0,0,-267
21:10,1270,-172,-172,5863,-533,-533,-1066,-1472,-1472,-1375,0,0,-439,949,949,-648,-496,-496,1122,-689,-689,1380,-1120,-1120,1035,-267,-267,-534
21:15,1275,0,-172,-172,0,-533,-533,0,-1472,-1472,0,0,0,0,949,949,0,-496,-496,0,-689,-689,0,-1120,-1120,0,-267,-267
21:20,1280,0,0,-172,0,0,-533,0,0,-1472,0,0,0,0,0,949,0,0,-496,0,0,-689,0,0,-1120,0,0,-267
21:25,1285,0,0,-172,0,0,-533,0,0,-1472,0,0,0,0,0,949,0,0,-496,0,0,-689,0,0,-1120,0,0,-267
21:30,1290,0,0,-172,-356,-356,-889,-1448,-1448,-2920,5156,5156,5156,820,820,1769,0,0,-496,-534,-534,-1223,0,0,-1120,0,0,-267
21:35,1295,0,0,-172,0,-356,-889,0,-1448,-2920,0,5156,5156,0,820,1769,0,0,-496,0,-534,-1223,0,0,-1120,0,0,-267
21:40,1300,0,0,0,0,0,-356,0,0,-1448,0,0,5156,0,0,820,0,0,0,0,0,-534,0,0,0,0,0,0
21:45,1305,0,0,0,0,0,-356,0,0,-1448,-178,-178,4978,0,0,820,0,0,0,0,0,-534,0,0,0,0,0,0
21:50,1310,0,0,0,0,0,-356,0,0,-1448,0,-178,4978,0,0,820,0,0,0,0,0,-534,0,0,0,0,0,0
21:55,1315,0,0,0,0,0,-356,0,0,-1448,0,0,4978,0,0,820,0,0,0,0,0,-534,0,0,0,0,0,0
22:00,1320,0,0,0,0,0,0,0,0,0,0,0,-178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:05,1325,0,0,0,0,0,0,0,0,0,-86,-86,-264,-89,-89,-89,0,0,0,0,0,0,0,0,0,0,0,0
22:10,1330,0,0,0,0,0,0,0,0,0,0,-86,-264,0,-89,-89,0,0,0,0,0,0,0,0,0,0,0,0
22:15,1335,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0
22:20,1340,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0
22:25,1345,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0
22:30,1350,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0
22:35,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:40,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:45,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:50,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:55,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:00,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:05,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:10,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:15,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:16,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:20,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
