machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,0,38,230
0039,10:14,614,0,42,230
0039,10:25,625,0,48,230
0039,10:37,637,0,54,230
0039,10:44,644,0,58,230
0039,10:56,656,0,64,230
0039,11:07,667,0,70,230
0039,11:15,675,0,74,230
0039,11:26,686,0,80,230
0039,11:33,693,0,84,230
0039,11:45,705,-178,90,232
0039,12:04,724,690,100,222
0039,12:27,747,-1067,112,242
0039,12:46,766,-2311,122,256
0039,13:05,785,-2844,132,262
0039,13:24,804,3621,142,188
0039,13:47,827,2759,154,198
0039,14:06,846,1552,164,212
0039,14:26,866,0,174,230
0039,14:45,885,-1244,184,244
0039,15:08,908,3966,196,184
0039,15:27,927,4483,206,178
0039,15:45,945,3448,216,190
0039,16:08,968,9483,228,120
0039,16:27,987,12586,238,84
0039,16:46,1006,12759,248,82
0039,17:05,1025,12414,258,86
0039,17:28,1048,12241,270,88
0039,18:06,1086,11897,290,92
0039,18:25,1105,10862,300,104
0039,18:47,1127,14655,312,60
0039,19:06,1146,14310,322,64
0039,19:25,1165,12586,332,84
0039,19:44,1184,12414,342,86
0039,21:27,1287,13621,396,72
0039,21:45,1305,14483,406,62
0039,23:16,1396,14483,454,62
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,0,48,230
0040,10:37,637,0,54,230
0040,10:44,644,0,58,230
0040,10:56,656,-889,64,250
0040,11:07,667,-1422,70,262
0040,11:26,686,-2400,80,284
0040,11:45,705,2328,90,176
0040,12:04,724,1207,100,202
0040,12:27,747,1897,112,186
0040,12:46,766,6207,122,86
0040,13:05,785,9569,132,8
0040,13:24,804,8017,142,44
0040,13:47,827,6466,154,80
0040,14:06,846,5259,164,108
0040,14:26,866,6810,174,72
0040,14:45,885,7328,184,60
0040,15:08,908,6034,196,90
0040,15:27,927,5862,206,94
0040,15:45,945,8448,216,34
0040,16:08,968,7500,228,56
0040,16:27,987,5776,238,96
0040,16:46,1006,4310,248,130
0040,17:05,1025,4052,258,136
0040,17:28,1048,3448,270,150
0040,17:47,1067,2672,280,168
0040,18:06,1086,2586,290,170
0040,18:25,1105,2069,300,182
0040,19:06,1146,1207,322,202
0040,19:44,1184,431,342,220
0040,20:07,1207,345,354,222
0040,20:45,1245,-889,374,250
0040,21:08,1268,-1511,386,264
0040,21:27,1287,-1600,396,266
0040,22:04,1324,-2578,416,288
0040,23:16,1396,-2578,454,288
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
0041,09:55,595,0,32,230
0041,10:06,606,0,38,230
0041,10:14,614,0,42,230
0041,10:25,625,0,48,230
0041,10:37,637,0,54,230
0041,10:44,644,0,58,230
0041,10:56,656,0,64,230
