machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,0,38,230
0039,10:14,614,0,42,230
0039,10:25,625,0,48,230
0039,10:37,637,0,54,230
0039,10:56,656,-889,64,240
0039,11:45,705,-1600,90,248
0039,12:27,747,-2844,112,262
0039,12:46,766,-3733,122,272
0039,13:05,785,-3911,132,274
0039,13:24,804,-4089,142,276
0039,13:47,827,-4444,154,280
0039,14:06,846,-5511,164,292
0039,14:26,866,-7111,174,310
0039,14:45,885,-8711,184,328
0039,15:08,908,-9778,196,340
0039,15:27,927,-11378,206,358
0039,15:45,945,-12444,216,370
0039,16:08,968,-13511,228,382
0039,16:27,987,-15111,238,400
0039,16:46,1006,-15289,248,402
0039,17:05,1025,-12267,258,368
0039,17:28,1048,-7289,270,312
0039,17:47,1067,-8178,280,322
0039,18:06,1086,-2667,290,260
0039,18:25,1105,1207,300,216
0039,18:47,1127,517,312,224
0039,19:06,1146,517,322,224
0039,19:25,1165,-711,332,238
0039,19:44,1184,-711,342,238
0039,20:07,1207,-2133,354,254
0039,20:26,1226,-2489,364,258
0039,21:27,1287,-3200,396,266
0039,21:45,1305,-4622,406,282
0039,22:04,1324,-5689,416,294
0039,22:27,1347,-6756,428,306
0039,23:16,1396,-6756,454,306
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,0,48,230
0040,10:37,637,0,54,230
0040,10:44,644,0,58,230
0040,10:56,656,-356,64,234
0040,11:07,667,-889,70,240
0040,11:26,686,-711,80,238
0040,11:45,705,-2133,90,254
0040,12:04,724,-3022,100,264
0040,12:27,747,-3556,112,270
0040,12:46,766,-4267,122,278
0040,13:05,785,-4267,132,278
0040,13:24,804,-2311,142,256
0040,13:47,827,-3556,154,270
0040,14:06,846,-4622,164,282
0040,14:26,866,-6222,174,300
0040,14:45,885,-5689,184,294
0040,15:45,945,-6756,216,306
0040,16:08,968,-7822,228,318
0040,16:27,987,-7644,238,316
0040,16:46,1006,-8533,248,326
0040,17:05,1025,-8889,258,330
0040,17:28,1048,-10667,270,350
0040,19:06,1146,-8178,322,322
0040,19:25,1165,-3733,332,272
0040,19:44,1184,-2133,342,254
0040,20:07,1207,-889,354,240
0040,20:45,1245,-1422,374,246
0040,21:08,1268,-2489,386,258
0040,21:27,1287,-4267,396,278
0040,21:45,1305,-4800,406,284
0040,22:04,1324,-6222,416,300
0040,22:27,1347,-7111,428,310
0040,23:16,1396,-7111,454,310
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
0041,09:55,595,0,32,230
0041,10:06,606,0,38,230
0041,10:14,614,0,42,230
0041,10:25,625,0,48,230
0041,10:37,637,0,54,230
0041,10:44,644,0,58,230
