machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,0,38,230
0039,10:14,614,0,42,230
0039,10:25,625,-444,48,240
0039,10:37,637,-1333,54,260
0039,10:56,656,-2311,64,282
0039,11:26,686,-4267,80,326
0039,11:45,705,-5600,90,356
0039,12:27,747,-8178,112,414
0039,12:46,766,-8622,122,424
0039,13:24,804,-6933,142,386
0039,13:47,827,-8000,154,410
0039,14:26,866,-3911,174,318
0039,14:45,885,-2400,184,284
0039,15:27,927,-1067,206,254
0039,15:45,945,-2133,216,278
0039,16:27,987,-533,238,242
0039,16:46,1006,4828,248,118
0039,17:28,1048,4224,270,132
0039,17:47,1067,3276,280,154
0039,18:25,1105,5431,300,104
0039,18:47,1127,4310,312,130
0039,19:25,1165,7931,332,46
0039,19:44,1184,6724,342,74
0039,20:26,1226,5259,364,108
0039,20:45,1245,4741,374,120
0039,21:27,1287,6897,396,70
0039,21:45,1305,6466,406,80
0039,23:16,1396,6466,454,80
0040,08:54,534,0,0,240
0040,09:06,546,0,6,240
0040,09:17,557,0,12,240
0040,09:25,565,0,16,240
0040,09:36,576,0,22,240
0040,09:47,587,0,28,240
0040,09:55,595,0,32,240
0040,10:06,606,0,38,240
0040,10:25,625,-1021,48,248
0040,10:37,637,-2043,54,256
0040,10:56,656,-3319,64,266
0040,11:26,686,-3064,80,264
0040,11:45,705,496,90,236
0040,12:27,747,2727,112,218
0040,12:46,766,8182,122,174
0040,13:24,804,11157,142,150
0040,13:47,827,11901,154,144
0040,14:26,866,20083,174,78
0040,14:45,885,18595,184,90
0040,15:27,927,24545,206,42
0040,15:45,945,23058,216,54
0040,16:27,987,20826,238,72
0040,17:28,1048,21074,270,70
0040,17:47,1067,19339,280,84
0040,18:25,1105,17603,300,98
0040,20:26,1226,15372,364,116
0040,20:45,1245,15124,374,118
0040,21:27,1287,14876,396,120
0040,21:45,1305,14380,406,124
0040,23:16,1396,14380,454,124
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
0041,09:55,595,0,32,230
0041,10:06,606,-533,38,236
0041,10:25,625,1379,48,214
0041,10:37,637,2759,54,198
0041,10:56,656,1552,64,212
0041,11:26,686,7241,80,146
0041,11:45,705,6379,90,156
0041,12:27,747,4483,112,178
0041,12:46,766,3448,122,190
0041,13:24,804,2241,142,204
0041,13:47,827,1724,154,210
0041,14:26,866,9310,174,122
0041,14:45,885,7759,184,140
0041,15:27,927,12069,206,90
0041,15:45,945,10690,216,106
0041,16:27,987,12241,238,88
0041,16:46,1006,11034,248,102
0041,17:28,1048,10690,270,106
0041,17:47,1067,9483,280,120
0041,18:25,1105,8793,300,128
0041,18:47,1127,7414,312,144
0041,19:25,1165,6207,332,158
0041,19:44,1184,5000,342,172
0041,20:26,1226,3103,364,194
0041,21:27,1287,2759,396,198
0041,23:16,1396,2759,454,198
0042,08:54,534,0,0,230
0042,09:06,546,0,6,230
