machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,-178,38,232
0039,10:25,625,-1422,48,246
0039,10:37,637,-2489,54,258
0039,10:56,656,-1956,64,252
0039,11:07,667,-2311,70,256
0039,11:26,686,-4089,80,276
0039,11:45,705,-4978,90,286
0039,12:04,724,-5511,100,292
0039,12:27,747,-6044,112,298
0039,12:46,766,-7289,122,312
0039,13:05,785,-7644,132,316
0039,13:47,827,-8178,154,322
0039,14:06,846,-6933,164,308
0039,14:26,866,-1244,174,244
0039,14:45,885,5517,184,166
0039,15:08,908,10862,196,104
0039,15:27,927,10690,206,106
0039,15:45,945,9310,216,122
0039,16:08,968,8966,228,126
0039,16:27,987,7586,238,142
0039,16:46,1006,6379,248,156
0039,17:05,1025,10000,258,114
0039,17:28,1048,12586,270,84
0039,17:47,1067,11552,280,96
0039,18:06,1086,11207,290,100
0039,18:25,1105,11207,300,100
0039,18:47,1127,10345,312,110
0039,19:06,1146,9655,322,118
0039,19:25,1165,9655,332,118
0039,19:44,1184,9310,342,122
0039,20:26,1226,9138,364,124
0039,21:08,1268,8966,386,126
0039,22:04,1324,11379,416,98
0039,23:16,1396,11379,454,98
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,-533,48,236
0040,10:37,637,690,54,222
0040,10:56,656,3966,64,184
0040,11:07,667,3448,70,190
0040,11:26,686,6897,80,150
0040,11:45,705,5517,90,166
0040,12:04,724,4310,100,180
0040,12:27,747,3103,112,194
0040,12:46,766,1724,122,210
0040,13:05,785,690,132,222
0040,13:24,804,-1067,142,242
0040,13:47,827,-2311,154,256
0040,14:06,846,-1956,164,252
0040,14:26,866,-3378,174,268
0040,14:45,885,-3200,184,266
0040,15:08,908,-4089,196,276
0040,15:27,927,-4800,206,284
0040,16:27,987,-6400,238,302
0040,16:46,1006,-5511,248,292
0040,17:05,1025,-6578,258,304
0040,17:28,1048,-8356,270,324
0040,17:47,1067,-7289,280,312
0040,18:06,1086,-8533,290,326
0040,18:25,1105,-9778,300,340
0040,19:06,1146,-10489,322,348
0040,19:25,1165,-11556,332,360
0040,19:44,1184,-12267,342,368
0040,20:07,1207,-13156,354,378
0040,20:26,1226,-14933,364,398
0040,20:45,1245,-15644,374,406
0040,22:04,1324,-16000,416,410
0040,22:27,1347,-16000,428,410
0040,23:16,1396,-16000,454,410
0042,08:54,534,0,0,230
0042,09:06,546,0,6,230
0042,09:17,557,0,12,230
0042,09:25,565,0,16,230
0042,09:36,576,0,22,230
0042,09:47,587,0,28,230
0042,09:55,595,0,32,230
0042,10:06,606,0,38,230
0042,10:14,614,0,42,230
0042,10:25,625,0,48,230
0042,10:37,637,0,54,230
0042,10:44,644,0,58,230
0042,10:56,656,-533,64,236
0042,11:26,686,-1067,80,242
0042,11:45,705,-2489,90,258
