machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,230
0039,09:06,546,0,6,230
0039,09:17,557,0,12,230
0039,09:25,565,0,16,230
0039,09:36,576,0,22,230
0039,09:47,587,0,28,230
0039,09:55,595,0,32,230
0039,10:06,606,0,38,230
0039,10:14,614,0,42,230
0039,10:25,625,0,48,230
0039,10:37,637,0,54,230
0039,10:56,656,-1067,64,242
0039,11:07,667,-1600,70,248
0039,11:26,686,345,80,226
0039,11:45,705,-889,90,240
0039,12:04,724,-1778,100,250
0039,12:27,747,-2844,112,262
0039,13:05,785,-2133,132,254
0039,13:24,804,-3733,142,272
0039,13:47,827,-4800,154,284
0039,14:06,846,-5867,164,296
0039,14:26,866,-7644,174,316
0039,14:45,885,-8889,184,330
0039,15:08,908,-9956,196,342
0039,15:27,927,-10667,206,350
0039,15:45,945,-10844,216,352
0039,16:08,968,-11200,228,356
0039,17:05,1025,-11733,258,362
0039,17:28,1048,-12089,270,366
0039,19:25,1165,-12978,332,376
0039,19:44,1184,-13156,342,378
0039,20:07,1207,-13689,354,384
0039,20:26,1226,-14400,364,392
0039,20:45,1245,-15822,374,408
0039,21:08,1268,-16000,386,410
0039,23:16,1396,-16000,454,410
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,0,48,230
0040,10:37,637,-89,54,232
0040,10:56,656,2328,64,176
0040,11:07,667,2241,70,178
0040,11:26,686,948,80,208
0040,11:45,705,1810,90,188
0040,12:04,724,1034,100,206
0040,12:27,747,690,112,214
0040,13:05,785,-533,132,242
0040,13:24,804,-267,142,236
0040,13:47,827,-1333,154,260
0040,14:06,846,-2044,164,276
0040,14:26,866,-3289,174,304
0040,14:45,885,-4356,184,328
0040,15:08,908,-267,196,236
0040,15:27,927,517,206,218
0040,15:45,945,-178,216,234
0040,16:08,968,-889,228,250
0040,16:27,987,-2044,238,276
0040,16:46,1006,-2489,248,286
0040,17:05,1025,-1956,258,274
0040,17:28,1048,-2756,270,292
0040,18:06,1086,-2311,290,282
0040,18:25,1105,4224,300,132
0040,18:47,1127,4052,312,136
0040,20:07,1207,3190,354,156
0040,20:26,1226,2845,364,164
0040,23:16,1396,2845,454,164
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
0041,09:55,595,0,32,230
0041,10:06,606,0,38,230
0041,10:14,614,0,42,230
0041,10:25,625,0,48,230
0041,10:37,637,0,54,230
0041,10:44,644,0,58,230
0041,10:56,656,0,64,230
0041,11:07,667,0,70,230
0041,11:15,675,0,74,230
0041,11:26,686,0,80,230
0041,11:33,693,0,84,230
0041,11:45,705,0,90,230
0041,11:56,716,0,96,230
0041,12:04,724,0,100,230
0041,12:15,735,0,106,230
0041,12:27,747,0,112,230
0041,12:34,754,0,116,230
0041,12:46,766,-356,122,238
0041,13:05,785,-1778,132,270
0041,13:24,804,-2756,142,292
0041,13:47,827,-3378,154,306
