machine,time,minute,value,x_px,y_px
0039,08:54,534,0,0,240
0039,09:06,546,0,6,240
0039,09:17,557,0,12,240
0039,09:25,565,0,16,240
0039,09:36,576,0,22,240
0039,09:47,587,0,28,240
0039,09:55,595,0,32,240
0039,10:06,606,0,38,240
0039,10:25,625,-1277,48,250
0039,10:37,637,-2298,54,258
0039,10:56,656,-3319,64,266
0039,11:07,667,-3830,70,270
0039,11:26,686,-5106,80,280
0039,11:45,705,-6383,90,290
0039,12:04,724,-7660,100,300
0039,12:27,747,-4340,112,274
0039,12:46,766,-5617,122,284
0039,13:05,785,-6894,132,294
0039,13:24,804,-8426,142,306
0039,13:47,827,-9702,154,316
0039,14:06,846,-6638,164,292
0039,14:26,866,-3064,174,264
0039,14:45,885,-4340,184,274
0039,15:08,908,-4340,196,274
0039,15:27,927,-6128,206,288
0039,15:45,945,-2298,216,258
0039,16:08,968,-3319,228,266
0039,16:27,987,-1277,238,250
0039,16:46,1006,1488,248,228
0039,17:05,1025,3471,258,212
0039,17:28,1048,2231,270,222
0039,17:47,1067,1240,280,230
0039,18:06,1086,496,290,236
0039,18:25,1105,496,300,236
0039,18:47,1127,-511,312,244
0039,19:06,1146,248,322,238
0039,19:25,1165,-1277,332,250
0039,19:44,1184,-511,342,244
0039,20:07,1207,-1787,354,254
0039,20:26,1226,-1021,364,248
0039,20:45,1245,-2553,374,260
0039,21:08,1268,-3319,386,266
0039,21:27,1287,1983,396,224
0039,21:45,1305,6446,406,188
0039,22:04,1324,12645,416,138
0039,22:27,1347,19587,428,82
0039,22:46,1366,22314,438,60
0039,23:16,1396,22314,454,60
0040,08:54,534,0,0,230
0040,09:06,546,0,6,230
0040,09:17,557,0,12,230
0040,09:25,565,0,16,230
0040,09:36,576,0,22,230
0040,09:47,587,0,28,230
0040,09:55,595,0,32,230
0040,10:06,606,0,38,230
0040,10:14,614,0,42,230
0040,10:25,625,0,48,230
0040,10:37,637,0,54,230
0040,10:44,644,0,58,230
0040,10:56,656,0,64,230
0040,11:07,667,0,70,230
0040,11:15,675,0,74,230
0040,11:26,686,0,80,230
0040,11:33,693,0,84,230
0040,11:45,705,0,90,230
0040,11:56,716,0,96,230
0040,12:04,724,0,100,230
0040,12:15,735,0,106,230
0040,12:27,747,0,112,230
0040,12:34,754,0,116,230
0040,12:46,766,0,122,230
0040,12:57,777,0,128,230
0040,13:05,785,0,132,230
0040,13:17,797,0,138,230
0040,13:24,804,0,142,230
0040,13:36,816,0,148,230
0040,13:47,827,0,154,230
0040,13:55,835,0,158,230
0040,14:06,846,-711,164,238
0040,14:26,866,-1244,174,244
0040,14:45,885,-2844,184,262
0040,15:08,908,-3022,196,264
0040,15:27,927,-3022,206,264
0040,15:45,945,-4444,216,280
0040,16:08,968,-5333,228,290
0040,16:27,987,-6222,238,300
0040,16:46,1006,-7822,248,318
0040,17:05,1025,-8711,258,328
0040,17:28,1048,-10133,270,344
0040,17:47,1067,-11200,280,356
0040,18:06,1086,-10133,290,344
0040,18:25,1105,-10844,300,352
0040,18:47,1127,-11200,312,356
0040,23:16,1396,-11200,454,356
0041,08:54,534,0,0,230
0041,09:06,546,0,6,230
0041,09:17,557,0,12,230
0041,09:25,565,0,16,230
0041,09:36,576,0,22,230
0041,09:47,587,0,28,230
